alpha	total_observations	power	effect_size	difference	metric	column
0.1	820	0.11067644992334158	0.0106316158280989		cohens_f	chickenpox
0.01	860	0.012296423772745868	0.0106316158280989		cohens_f	chickenpox
0.05	860	0.05734085149193002	0.0106316158280989		cohens_f	chickenpox
0.1	860	0.11120047061749638	0.0106316158280989		cohens_f	chickenpox
0.01	900	0.01240724953781469	0.0106316158280989		cohens_f	chickenpox
0.05	900	0.057687620943863926	0.0106316158280989		cohens_f	chickenpox
0.1	900	0.1117246461252629	0.0106316158280989		cohens_f	chickenpox
0.01	940	0.0125183838420162	0.0106316158280989		cohens_f	chickenpox
0.05	940	0.058034753244955106	0.0106316158280989		cohens_f	chickenpox
0.1	940	0.11224897544427015	0.0106316158280989		cohens_f	chickenpox
